aic,axis,bic,classes,entropy,log_likelihood,smallest_effective_class_n
733.0301580114354,X,758.1622927581006,1,1.0,-354.5150790057177,60.0
662.6035783316275,X,714.96219238718,2,0.9998739690579364,-306.3017891658138,25.008629974722584
642.8079893623193,X,722.3930827267591,3,0.9967397349485269,-283.40399468115965,12.027535852167176
