aic,axis,bic,classes,entropy,log_likelihood,smallest_effective_class_n
216.5460038793919,Y,227.1484883525234,1,1.0,-99.27300193969594,24.0
177.7945939881177,Y,200.17761676472867,2,0.9981518808952621,-69.89729699405885,10.006798492325853
171.40015776511518,Y,205.5637188452056,3,0.9996664930675184,-56.70007888255759,4.0253593035804105
