aic,axis,bic,classes,entropy,log_likelihood,smallest_effective_class_n
292.7657111925971,Y,306.77768500921866,1,1.0,-136.38285559629855,30.0
242.94168233148676,Y,272.36682734639203,2,0.9974361593231257,-100.47084116574338,14.002529230523342
233.6945300877156,Y,278.53284630090457,3,0.9994630368541545,-84.8472650438578,5.025716418895336
